time_min,C_in,C_f,S,T_min,tau_transport_min,tau_sensor_min,topology
14.000000,0.1084731787,0.0280055929,0.0172755164,10,5,1,cstr
14.050000,0.1111912929,0.0288062587,0.0177988284,10,5,1,cstr
14.100000,0.1139617156,0.0296260035,0.0183356671,10,5,1,cstr
14.150000,0.1167849721,0.0304651579,0.0188863033,10,5,1,cstr
14.200000,0.1196615790,0.0313240544,0.0194510107,10,5,1,cstr
14.250000,0.1225920428,0.0322030275,0.0200300659,10,5,1,cstr
14.300000,0.1255768600,0.0331024132,0.0206237482,10,5,1,cstr
14.350000,0.1286165162,0.0340225493,0.0212323399,10,5,1,cstr
14.400000,0.1317114857,0.0349637750,0.0218561258,10,5,1,cstr
14.450000,0.1348622312,0.0359264308,0.0224953934,10,5,1,cstr
14.500000,0.1380692028,0.0369108585,0.0231504328,10,5,1,cstr
14.550000,0.1413328376,0.0379174008,0.0238215367,10,5,1,cstr
14.600000,0.1446535595,0.0389464016,0.0245090001,10,5,1,cstr
14.650000,0.1480317781,0.0399982054,0.0252131205,10,5,1,cstr
14.700000,0.1514678886,0.0410731574,0.0259341976,10,5,1,cstr
14.750000,0.1549622709,0.0421716033,0.0266725334,10,5,1,cstr
14.800000,0.1585152893,0.0432938892,0.0274284319,10,5,1,cstr
14.850000,0.1621272917,0.0444403613,0.0282021994,10,5,1,cstr
14.900000,0.1657986091,0.0456113658,0.0289941439,10,5,1,cstr
14.950000,0.1695295553,0.0468072489,0.0298045754,10,5,1,cstr
15.000000,0.1733204258,0.0480283562,0.0306338056,10,5,1,cstr
15.050000,0.1771714978,0.0492750332,0.0314821478,10,5,1,cstr
15.100000,0.1810830292,0.0505476242,0.0323499171,10,5,1,cstr
15.150000,0.1850552583,0.0518464732,0.0332374297,10,5,1,cstr
15.200000,0.1890884029,0.0531719228,0.0341450035,10,5,1,cstr
15.250000,0.1931826603,0.0545243144,0.0350729573,10,5,1,cstr
15.300000,0.1973382060,0.0559039880,0.0360216112,10,5,1,cstr
15.350000,0.2015551939,0.0573112819,0.0369912861,10,5,1,cstr
15.400000,0.2058337551,0.0587465328,0.0379823040,10,5,1,cstr
15.450000,0.2101739976,0.0602100752,0.0389949874,10,5,1,cstr
15.500000,0.2145760061,0.0617022411,0.0400296594,10,5,1,cstr
15.550000,0.2190398406,0.0632233605,0.0410866437,10,5,1,cstr
15.600000,0.2235655369,0.0647737604,0.0421662641,10,5,1,cstr
15.650000,0.2281531052,0.0663537649,0.0432688447,10,5,1,cstr
15.700000,0.2328025300,0.0679636953,0.0443947096,10,5,1,cstr
15.750000,0.2375137696,0.0696038691,0.0455441826,10,5,1,cstr
15.800000,0.2422867552,0.0712746005,0.0467175873,10,5,1,cstr
15.850000,0.2471213911,0.0729761999,0.0479152470,10,5,1,cstr
15.900000,0.2520175533,0.0747089735,0.0491374841,10,5,1,cstr
15.950000,0.2569750900,0.0764732233,0.0503846203,10,5,1,cstr
16.000000,0.2619938201,0.0782692469,0.0516569765,10,5,1,cstr
16.050000,0.2670735337,0.0800973370,0.0529548723,10,5,1,cstr
16.100000,0.2722139910,0.0819577812,0.0542786259,10,5,1,cstr
16.150000,0.2774149221,0.0838508621,0.0556285542,10,5,1,cstr
16.200000,0.2826760264,0.0857768567,0.0570049724,10,5,1,cstr
16.250000,0.2879969724,0.0877360362,0.0584081938,10,5,1,cstr
16.300000,0.2933773975,0.0897286658,0.0598385295,10,5,1,cstr
16.350000,0.2988169068,0.0917550045,0.0612962887,10,5,1,cstr
16.400000,0.3043150737,0.0938153049,0.0627817778,10,5,1,cstr
16.450000,0.3098714387,0.0959098126,0.0642953008,10,5,1,cstr
16.500000,0.3154855100,0.0980387663,0.0658371587,10,5,1,cstr
16.550000,0.3211567620,0.1002023976,0.0674076496,10,5,1,cstr
16.600000,0.3268846360,0.1024009302,0.0690070684,10,5,1,cstr
16.650000,0.3326685396,0.1046345804,0.0706357062,10,5,1,cstr
16.700000,0.3385078461,0.1069035562,0.0722938509,10,5,1,cstr
16.750000,0.3444018947,0.1092080574,0.0739817861,10,5,1,cstr
16.800000,0.3503499900,0.1115482752,0.0756997917,10,5,1,cstr
16.850000,0.3563514018,0.1139243920,0.0774481428,10,5,1,cstr
16.900000,0.3624053652,0.1163365810,0.0792271105,10,5,1,cstr
16.950000,0.3685110800,0.1187850063,0.0810369607,10,5,1,cstr
17.000000,0.3746677108,0.1212698223,0.0828779546,10,5,1,cstr
17.050000,0.3808743870,0.1237911734,0.0847503481,10,5,1,cstr
17.100000,0.3871302022,0.1263491941,0.0866543916,10,5,1,cstr
17.150000,0.3934342147,0.1289440085,0.0885903300,10,5,1,cstr
17.200000,0.3997854472,0.1315757300,0.0905584021,10,5,1,cstr
17.250000,0.4061828866,0.1342444613,0.0925588408,10,5,1,cstr
17.300000,0.4126254842,0.1369502938,0.0945918725,10,5,1,cstr
17.350000,0.4191121558,0.1396933078,0.0966577171,10,5,1,cstr
17.400000,0.4256417813,0.1424735718,0.0987565876,10,5,1,cstr
17.450000,0.4322132055,0.1452911426,0.1008886901,10,5,1,cstr
17.500000,0.4388252373,0.1481460648,0.1030542233,10,5,1,cstr
17.550000,0.4454766507,0.1510383709,0.1052533783,10,5,1,cstr
17.600000,0.4521661841,0.1539680807,0.1074863388,10,5,1,cstr
17.650000,0.4588925413,0.1569352014,0.1097532801,10,5,1,cstr
17.700000,0.4656543910,0.1599397272,0.1120543695,10,5,1,cstr
17.750000,0.4724503674,0.1629816389,0.1143897660,10,5,1,cstr
17.800000,0.4792790706,0.1660609042,0.1167596196,10,5,1,cstr
17.850000,0.4861390664,0.1691774770,0.1191640716,10,5,1,cstr
17.900000,0.4930288868,0.1723312975,0.1216032542,10,5,1,cstr
17.950000,0.4999470306,0.1755222919,0.1240772900,10,5,1,cstr
18.000000,0.5068919635,0.1787503719,0.1265862924,10,5,1,cstr
18.050000,0.5138621186,0.1820154353,0.1291303646,10,5,1,cstr
18.100000,0.5208558967,0.1853173650,0.1317095999,10,5,1,cstr
18.150000,0.5278716669,0.1886560292,0.1343240815,10,5,1,cstr
18.200000,0.5349077669,0.1920312812,0.1369738818,10,5,1,cstr
18.250000,0.5419625037,0.1954429592,0.1396590629,10,5,1,cstr
18.300000,0.5490341542,0.1988908863,0.1423796756,10,5,1,cstr
18.350000,0.5561209652,0.2023748700,0.1451357599,10,5,1,cstr
18.400000,0.5632211549,0.2058947025,0.1479273442,10,5,1,cstr
18.450000,0.5703329127,0.2094501601,0.1507544456,10,5,1,cstr
18.500000,0.5774544002,0.2130410035,0.1536170694,10,5,1,cstr
18.550000,0.5845837520,0.2166669773,0.1565152089,10,5,1,cstr
18.600000,0.5917190761,0.2203278104,0.1594488452,10,5,1,cstr
18.650000,0.5988584548,0.2240232152,0.1624179474,10,5,1,cstr
18.700000,0.6059999455,0.2277528882,0.1654224718,10,5,1,cstr
18.750000,0.6131415814,0.2315165093,0.1684623620,10,5,1,cstr
18.800000,0.6202813722,0.2353137422,0.1715375491,10,5,1,cstr
18.850000,0.6274173052,0.2391442341,0.1746479507,10,5,1,cstr
18.900000,0.6345473459,0.2430076157,0.1777934716,10,5,1,cstr
18.950000,0.6416694393,0.2469035012,0.1809740029,10,5,1,cstr
19.000000,0.6487815100,0.2508314879,0.1841894225,10,5,1,cstr
19.050000,0.6558814642,0.2547911567,0.1874395944,10,5,1,cstr
